Codes,Returns,KODEX's Returns at same time,S&P's Return
2,0.16,0.24,0.16
2,-0.09,0.55,-0.09
2,-0.02,0.03,-0.02
2,-0.52,-0.32,-0.52
2,0.87,0.69,0.87
2,-0.81,-0.3,-0.81
2,0.23,0.22,0.23
2,-0.02,-0.62,-0.02
2,-0.19,0.38,-0.19
2,0.12,0.02,0.12
2,-0.71,-0.4,-0.71
2,0.89,0.34,0.89
2,-0.17,0.56,-0.17
2,-0.16,-0.02,-0.16
2,0.75,1.08,0.75
2,0.09,0.14,0.09
2,0.52,0.42,0.52
2,-0.05,-0.03,-0.05
2,0.21,0.13,0.21
2,0.43,0.52,0.43
2,-0.03,0.42,-0.03
2,-0.19,-0.03,-0.19
2,0.05,-0.5,0.05
2,0.46,-0.23,0.46
2,0.17,0.33,0.17
2,-0.49,-1.95,-0.49
2,0.15,0,0.15
2,0.17,0.89,0.17
2,-0.14,0.27,-0.14
2,0.05,-1.78,0.05
2,0.03,0.53,0.03
2,0.02,0.06,0.02
2,0,-0.16,0
2,-0.22,-1.26,-0.22
2,-0.09,-0.47,-0.09
2,-1.23,-1.83,-1.23
2,0.33,0.89,0.33
2,0.71,0.61,0.71
2,0.05,0.57,0.05
2,-1.13,-0.1,-1.13
2,-0.62,-0.11,-0.62
2,0.33,0.34,0.33
2,0.92,0.06,0.92
2,-0.36,0.47,-0.36
2,-0.16,0.06,-0.16
2,-0.09,-0.58,-0.09
2,-0.03,-0.26,-0.03
2,0.66,0.37,0.66
2,0.4,-0.61,0.4
2,0.31,0,0.31
2,0.32,-1.12,0.32
2,-0.27,-0.1,-0.27
2,-0.46,-0.21,-0.46
2,0.1,1.25,0.1
2,0.03,0.07,0.03
2,0.46,0.91,0.46
2,0.51,0.08,0.51
2,0.34,0.05,0.34
2,0.02,0.39,0.02
2,-0.12,0.56,-0.12
2,0.47,1.61,0.47
2,0.03,-0.05,0.03
2,-0.1,-0.06,-0.1
2,0.07,0.08,0.07
2,-0.2,-0.64,-0.2
2,-0.02,-0.09,-0.02
2,-0.08,-0.51,-0.08
2,0.07,-0.21,0.07
2,0.46,0.11,0.46
2,0.07,0.78,0.07
2,1.51,1.81,1.51
2,0.1,1.05,0.1
2,0.08,0.64,0.08
2,-0.03,-0.12,-0.03
2,0.02,0.09,0.02
2,0.28,0.21,0.28
2,-0.02,-0.06,-0.02
2,-0.08,-0.4,-0.08
2,0.31,0.53,0.31
2,0.46,0.3,0.46
2,-0.52,-0.18,-0.52
2,0.12,0.08,0.12
2,-0.21,-0.68,-0.21
2,0.02,0.69,0.02
2,0.39,0.3,0.39
2,0,1,0
2,0.31,1.65,0.31
2,-0.44,-0.35,-0.44
2,0.31,0.22,0.31
2,0.07,-0.4,0.07
2,0.77,-0.1,0.77
2,-0.39,0.3,-0.39
2,0.18,-0.28,0.18
2,-0.21,-0.27,-0.21
2,-0.24,-0.52,-0.24
2,-0.11,-0.07,-0.11
2,-0.08,-0.61,-0.08
2,0,0.65,0
2,0.26,-0.03,0.26
2,-0.34,-0.43,-0.34
2,0.46,0.23,0.46
2,0.65,0.61,0.65
2,-0.28,-0.18,-0.28
2,-0.02,0.21,-0.02
2,0.29,-1.7,0.29
2,-0.16,0.27,-0.16
2,1.18,-0.05,1.18
2,-0.05,-1.63,-0.05
2,0.71,-0.03,0.71
2,0.64,1.06,0.64
2,-0.6,0.27,-0.6
2,-0.68,-1.43,-0.68
2,0.4,-0.32,0.4
2,0.1,0.31,0.1
2,0.61,0.12,0.61
2,0.33,-0.34,0.33
2,-0.08,0.79,-0.08
2,0.16,0.11,0.16
2,-0.39,-0.17,-0.39
2,1.11,0.12,1.11
2,0.22,0.03,0.22
2,-0.14,-0.28,-0.14
2,-0.31,-1.95,-0.31
2,0.31,0.48,0.31
2,-0.16,-0.4,-0.16
2,0.06,1.17,0.06
2,-0.05,1.25,-0.05
2,-0.33,0.44,-0.33
2,0.71,0.43,0.71
2,0.66,-0.79,0.66
2,0.45,1.36,0.45
2,0.65,0.68,0.65
2,0.05,-0.4,0.05
2,0.2,-0.64,0.2
2,0.09,-0.51,0.09
2,0.58,0.18,0.58
2,0.7,0.23,0.7
2,0.29,0.79,0.29
2,-0.47,-0.24,-0.47
2,0.68,0.08,0.68
2,-0.3,0.08,-0.3
2,0.51,-1.02,0.51
2,1.14,1.35,1.14
2,-0.04,0.16,-0.04
2,0.03,0.78,0.03
2,0.16,0.4,0.16
2,0.96,0.68,0.96
2,-1.12,-1.25,-1.12
2,-0.46,0.07,-0.46
2,0.25,0.03,0.25
2,-0.55,-1.93,-0.55
2,-2.47,-1.06,-2.47
2,-6.04,-1.42,-6.04
2,3.21,-2.53,3.21
2,0.14,0.84,0.14
2,-2.57,-2.65,-2.57
2,1.2,1.12,1.2
2,0.48,0.77,0.48
2,0.76,1.3,0.76
2,2.88,0.52,2.88
2,-0.63,-1.16,-0.63
2,-0.57,0.52,-0.57
2,-0.79,-0.66,-0.79
2,1.27,1.57,1.27
2,0.99,0.17,0.99
2,0.89,-0.31,0.89
2,-1.25,-1.14,-1.25
2,-2.38,-1.4,-2.38
2,-0.14,-1.31,-0.14
2,1.78,2.01,1.78
2,-1.21,0.13,-1.21
2,1.33,1.02,1.33
2,0.56,1.15,0.56
2,2.1,0.89,2.1
2,-0.5,0.46,-0.5
2,-0.71,-0.08,-0.71
2,-0.4,0.35,-0.4
2,-0.14,-0.18,-0.14
2,-0.28,-0.72,-0.28
2,-0.74,0.48,-0.74
2,-0.11,0.02,-0.11
2,-0.08,0.38,-0.08
2,-3.57,-3.33,-3.57
2,-0.19,0.87,-0.19
2,1.97,0.42,1.97
2,-2.11,-1.23,-2.11
2,-0.19,0.82,-0.19
2,1.26,0.25,1.26
2,-0.27,-0.23,-0.27
2,-2.04,-0.2,-2.04
2,0.88,-1.54,0.88
2,1.93,1.39,1.93
2,-0.69,-0.49,-0.69
2,-0.45,0.7,-0.45
2,1.13,0.09,1.13
2,-0.59,-0.31,-0.59
2,0.21,-0.02,0.21
2,0.75,0.66,0.75
2,0.11,0.08,0.11
2,1.06,-0.14,1.06
2,0.53,1.11,0.53
2,0.02,0.56,0.02
2,-0.66,-0.66,-0.66
2,-0.6,-0.06,-0.6
2,-0.13,-0.56,-0.13
2,-1.54,-0.64,-1.54
2,0.42,1.26,0.42
2,1.07,0.91,1.07
2,0.24,0.65,0.24
2,-0.9,-0.71,-0.9
2,-0.89,-0.34,-0.89
2,-0.03,-0.8,-0.03
2,1.5,-0.46,1.5
2,0.14,-0.33,0.14
2,1.12,0.68,1.12
2,0.5,0.62,0.5
2,0.92,-0.2,0.92
2,-0.65,-0.91,-0.65
2,-0.47,0.32,-0.47
2,0.41,-0.36,0.41
2,0.03,0.32,0.03
2,0.25,0.16,0.25
2,-0.2,0.68,-0.2
2,0.17,-0.31,0.17
2,0.26,0.16,0.26
2,-0.15,0.42,-0.15
2,-0.51,-0.92,-0.51
2,-0.59,-2.13,-0.59
2,0.78,0.4,0.78
2,-0.31,0.61,-0.31
2,1.01,0.53,1.01
2,0.2,0.22,0.2
2,1.19,0.87,1.19
2,-0.46,-0.97,-0.46
2,0.54,0.87,0.54
2,0.23,-0.13,0.23
2,-0.46,-1.83,-0.46
2,0.37,-0.5,0.37
2,-0.46,-1.19,-0.46
2,-0.88,-1.29,-0.88
2,0.91,0.71,0.91
2,0.15,-0.85,0.15
2,-0.64,0.76,-0.64
2,-0.46,-0.05,-0.46
2,-0.72,-0.12,-0.72
2,-0.19,-0.36,-0.19
2,-0.45,-0.89,-0.45
2,0.64,0.22,0.64
2,-0.73,-2.23,-0.73
2,0.83,0.14,0.83
2,-0.46,-0.29,-0.46
2,-0.02,-0.24,-0.02
2,0.98,0.72,0.98
2,1.1,0.75,1.1
2,0.59,0.13,0.59
2,-0.53,-0.57,-0.53
2,0.37,0.3,0.37
2,0.79,0.99,0.79
2,-0.05,-0.3,-0.05
2,-0.39,-0.12,-0.39
2,0.68,-0.23,0.68
2,0.02,-0.27,0.02
2,-0.39,0.49,-0.39
2,-0.08,-0.8,-0.08
2,0.66,0.3,0.66
2,-0.05,-0.19,-0.05
2,0.69,0.68,0.69
2,0.28,0.3,0.28
2,-1.38,-0.23,-1.38
2,0.09,0.13,0.09
2,0.5,0.35,0.5
2,-0.57,-1.79,-0.57
2,0.89,0.78,0.89
2,0.45,-0.15,0.45
2,0.42,0.68,0.42
2,0.16,0.02,0.16
2,0,-0.05,0
2,-0.53,-1.09,-0.53
2,-0.45,-1.33,-0.45
2,0.21,0.45,0.21
2,-0.21,-0.98,-0.21
2,0.54,0.03,0.54
2,0.31,0.09,0.31
2,0.19,1.09,0.19
2,-0.27,0.36,-0.27
2,0.36,0.41,0.36
2,0,0.39,0
2,0.75,0.51,0.75
2,0.54,0.07,0.54
2,0.1,0.29,0.1
2,0.35,0.05,0.35
2,-0.35,0.4,-0.35
2,0.06,-0.58,0.06
2,0.2,0.44,0.2
2,-0.6,-1.29,-0.6
2,-0.39,-0.15,-0.39
2,-0.03,-0.56,-0.03
2,0,0.22,0
2,0.18,-0.32,0.18
2,0.23,-0.1,0.23
2,-0.19,0.14,-0.19
2,0.73,1.59,0.73
2,-0.26,-0.79,-0.26
2,-0.34,0.44,-0.34
2,0.58,0.08,0.58
2,0.03,0.94,0.03
2,0.87,0.4,0.87
2,-0.99,0.76,-0.99
2,0.16,-0.63,0.16
2,0.7,-0.02,0.7
2,-0.35,-1.21,-0.35
2,-0.36,-1.55,-0.36
2,-0.04,-0.15,-0.04
2,-0.64,-0.5,-0.64
2,-0.31,-0.65,-0.31
2,-4.31,-4.13,-4.31
2,0.6,0.97,0.6
2,-0.91,-0.55,-0.91
2,0.14,-0.27,0.14
2,2.24,1.3,2.24
2,-0.66,-0.89,-0.66
2,-0.57,0.39,-0.57
2,-0.35,0.2,-0.35
2,-1.76,-2.32,-1.76
2,0.44,-0.51,0.44
2,-2.27,-1.6,-2.27
2,-0.05,-1.59,-0.05
2,-0.41,-0.81,-0.41
2,-0.22,0.69,-0.22
2,1.42,0.46,1.42
2,0.55,-0.42,0.55
2,1.86,3.79,1.86
2,-1.52,-1.1,-1.52
2,0.78,0.7,0.78
2,0.76,-0.52,0.76
2,1.81,0.85,1.81
2,-0.23,-0.61,-0.23
2,-0.47,0.26,-0.47
2,-1.85,-0.75,-1.85
2,-0.48,-0.26,-0.48
2,-0.75,1,-0.75
2,0.64,-0.07,0.64
2,0.22,0.35,0.22
2,-1.51,-0.99,-1.51
2,-1.45,-0.48,-1.45
2,0.14,-0.11,0.14
2,-0.61,-0.63,-0.61
2,0.26,1.35,0.26
2,0.72,0.78,0.72
2,1.03,0.61,1.03
2,1.53,0.18,1.53
2,0.31,-0.93,0.31
2,2.37,1.75,2.37
2,-1.25,-1.12,-1.25
2,-2.4,-0.6,-2.4
2,-1.41,-1.49,-1.41
2,0.7,0.34,0.7
2,-2.45,-0.93,-2.45
2,0.58,-0.24,0.58
2,0.97,1.3,0.97
2,0.16,0.52,0.16
2,-1.43,-1.59,-1.43
2,-0.53,0.28,-0.53
2,-2.22,-0.36,-2.22
2,-0.13,0.66,-0.13
2,-1.01,-0.88,-1.01
2,-1.81,-0.09,-1.81
2,-2.19,0.04,-2.19
2,-3.55,-1.3,-3.55
2,5.04,1.24,5.04
2,1.23,0.42,1.23
2,-0.24,-1.17,-0.24
2,-0.8,-0.97,-0.8
2,0.1,0.77,0.1
2,2.87,1.43,2.87
2,0.65,-0.66,0.65
2,1.05,2.06,1.05
2,-0.46,-0.04,-0.46
2,0.88,0.61,0.88
2,-0.77,-0.87,-0.77
2,1.04,2.01,1.04
2,0.54,0.44,0.54
2,-0.29,0.22,-0.29
2,1.45,0.76,1.45
2,0.87,0.05,0.87
2,-0.57,-0.5,-0.57
2,-0.54,0.58,-0.54
2,-0.02,0.83,-0.02
2,0.52,1.82,0.52
2,0.14,-0.05,0.14
2,-0.56,0.47,-0.56
2,0.06,1.22,0.06
2,1.64,-0.1,1.64
2,0.71,-0.1,0.71
2,0.8,0,0.8
2,-1.28,-1.41,-1.28
2,0.57,0.17,0.57
2,0.69,0.54,0.69
2,1.23,0.5,1.23
2,0.03,0.97,0.03
2,-0.86,-1.32,-0.86
2,1.63,0.73,1.63
2,-0.05,-0.46,-0.05
2,0.09,1.16,0.09
2,0.47,0,0.47
2,-0.62,0.05,-0.62
2,0.9,0.21,0.9
2,-0.52,-0.38,-0.52
2,0.12,0.33,0.12
2,-0.11,-1.69,-0.11
2,1.1,-0.49,1.1
2,-0.77,-0.7,-0.77
2,-0.33,-0.28,-0.33
2,-0.7,-0.3,-0.7
2,-0.94,-1.36,-0.94
2,0.33,0.07,0.33
2,1.36,1.02,1.36
2,0.11,-0.73,0.11
2,0.84,0.27,0.84
2,0.06,1.16,0.06
2,0.56,0.09,0.56
2,0.18,-0.11,0.18
2,-0.03,0.12,-0.03
2,-0.37,0.69,-0.37
2,1.07,0.23,1.07
2,-2.17,-1.93,-2.17
2,0.53,0.07,0.53
2,0.74,-0.02,0.74
2,-1.01,-0.55,-1.01
2,0.83,0.59,0.83
2,1.04,1.33,1.04
2,0.45,0.39,0.45
2,0.5,1.47,0.5
2,-0.25,0.1,-0.25
2,0.46,0.19,0.46
2,0.16,-0.24,0.16
2,0.1,0.17,0.1
2,-0.25,0.51,-0.25
2,0.26,-0.22,0.26
2,0,0.24,0
2,0.57,0.41,0.57
2,0.12,0.39,0.12
2,0.01,-0.07,0.01
2,-0.74,-1.59,-0.74
2,0.68,0.02,0.68
2,-0.32,0.02,-0.32
2,0.32,0.17,0.32
2,0.74,-1.08,0.74
2,-0.03,-0.16,-0.03
2,-0.33,-0.59,-0.33
2,0.7,2.01,0.7
2,-0.12,-0.63,-0.12
2,-0.43,0.44,-0.43
2,-0.16,-0.89,-0.16
2,0.25,-0.79,0.25
2,-1.3,-0.46,-1.3
2,-0.65,-2.93,-0.65
2,-0.09,0.18,-0.09
2,-0.41,-1.17,-0.41
2,-1.35,-0.19,-1.35
2,1.04,0.47,1.04
2,-0.06,-1.41,-0.06
2,0.73,-0.66,0.73
2,0.04,0.26,0.04
2,-0.49,0.49,-0.49
2,0.27,0.23,0.27
2,-0.7,-0.13,-0.7
2,-0.43,-0.73,-0.43
2,0.13,0.08,0.13
2,0.07,0.15,0.07
2,-1.68,-1.36,-1.68
2,-0.09,0.92,-0.09
2,-0.67,-0.17,-0.67
2,-0.95,1.65,-0.95
2,0.37,-0.19,0.37
2,2.1,0.11,2.1
2,1.5,0.04,1.5
2,1.21,1.46,1.21
2,0.35,0.57,0.35
2,-0.62,-0.35,-0.62
2,-0.04,-0.83,-0.04
2,0.58,-0.02,0.58
2,0.09,0.06,0.09
2,-0.28,0.5,-0.28
2,1.13,1.25,1.13
2,0.68,0.35,0.68
2,0.23,-0.27,0.23
2,0.24,0.16,0.24
2,-0.5,-0.15,-0.5
2,-0.78,0.11,-0.78
2,0.23,1.22,0.23
2,0.12,-0.25,0.12
2,1.57,0.02,1.57
2,-0.26,-0.56,-0.26
2,0.23,-1.28,0.23
2,0.91,0.84,0.91
2,0.06,-0.15,0.06
2,-0.72,-2.09,-0.72
2,-0.44,-0.2,-0.44
2,0.24,0.37,0.24
2,0.8,1.22,0.8
2,0.33,0.22,0.33
2,0.23,-0.05,0.23
2,0.1,0.44,0.1
2,-0.41,-0.89,-0.41
2,-0.96,-0.22,-0.96
2,0.91,1.4,0.91
2,-0.89,-0.04,-0.89
2,0.41,0.49,0.41
2,0.45,-0.96,0.45
2,0.62,-0.18,0.62
2,-0.35,-0.22,-0.35
2,0.25,-1.34,0.25
2,0.11,0.26,0.11
2,-0.27,-1,-0.27
2,-1.27,-0.11,-1.27
2,-0.97,-1.13,-0.97
2,-1.63,-2.16,-1.63
2,-2.11,-1.4,-2.11
2,1.06,-0.61,1.06
2,0.96,0.44,0.96
2,1.06,0.69,1.06
2,-0.1,0.16,-0.1
2,-1.69,-1.02,-1.69
2,1.95,0.71,1.95
2,-2.22,-0.33,-2.22
2,1.56,0.63,1.56
2,0.55,0.98,0.55
2,-0.71,0.19,-0.71
2,0.56,-0.79,0.56
2,0.35,-0.1,0.35
2,-3.13,-1.46,-3.13
2,1.11,0.32,1.11
2,-0.04,0.97,-0.04
2,0.27,-0.55,0.27
2,1.31,1.65,1.31
2,-0.25,0.17,-0.25
2,-0.15,-0.39,-0.15
2,0.7,1.49,0.7
2,1.06,0.88,1.06
2,0.56,0.45,0.56
2,0.36,0.81,0.36
2,-0.38,0.43,-0.38
2,0.24,0.74,0.24
2,0.39,0.31,0.39
2,0.03,-0.04,0.03
2,0.17,0.55,0.17
2,-0.06,0.66,-0.06
2,0.28,0.55,0.28
2,-0.24,0.13,-0.24
2,0.09,0.6,0.09
2,-1.15,-1.44,-1.15
2,0.33,0.18,0.33
2,0.11,-1.05,0.11
2,-0.24,0.85,-0.24
2,0.53,0.24,0.53
2,-1.72,-2.13,-1.72
2,-1.09,-0.41,-1.09
2,1.01,0.17,1.01
2,0.28,1.47,0.28
2,-1,-0.72,-1
2,0.98,0.7,0.98
2,0.95,1.03,0.95
2,0.14,0.13,0.14
2,0.5,0.56,0.5
2,-0.24,-0.32,-0.24
2,0.26,-1,0.26
2,0.01,0.57,0.01
2,0.43,1.33,0.43
2,-0.58,-0.61,-0.58
2,0.56,0.27,0.56
2,0.01,0.09,0.01
2,0.62,0.38,0.62
2,0.39,-0.22,0.39
2,-0.18,-0.76,-0.18
2,0.48,0.38,0.48
2,-0.13,0.76,-0.13
2,0.87,1.44,0.87
2,0.37,0.67,0.37
2,-0.32,0.05,-0.32
2,-0.06,-0.12,-0.06
2,0.15,-0.33,0.15
2,0.1,-0.78,0.1
2,0.39,0.89,0.39
2,-0.22,-0.81,-0.22
2,0.32,0.8,0.32
2,0.43,1.41,0.43
2,0.41,-0.1,0.41
2,0.1,-0.43,0.1
2,-0.26,-1.29,-0.26
2,-0.34,-1.47,-0.34
2,0.14,0.49,0.14
2,0.41,1.11,0.41
2,0.46,0.02,0.46
2,0.38,0.11,0.38
2,-0.05,-0.44,-0.05
2,-0.01,-1.72,-0.01
2,0.35,0.32,0.35
2,-1.11,-0.5,-1.11
2,-0.78,-0.67,-0.78
2,0.51,-0.24,0.51
2,0.48,1.17,0.48
2,0.5,0.45,0.5
2,-0.08,0.5,-0.08
2,-0.12,0.39,-0.12
2,0.42,1.82,0.42
2,1.04,1.56,1.04
2,0.03,-0.03,0.03
2,0.51,1.38,0.51
2,-0.31,-0.02,-0.31
2,0.21,0.1,0.21
2,0.31,0.22,0.31
2,0.54,-0.02,0.54
2,0.05,-0.64,0.05
2,0.09,0.41,0.09
2,0.58,1.46,0.58
2,-0.18,-0.35,-0.18
2,-0.08,-1.06,-0.08
2,-0.28,-0.02,-0.28
2,-0.29,-0.76,-0.29
2,0.77,1.01,0.77
2,-0.59,-0.64,-0.59
2,1.18,1.67,1.18
2,0.57,0.82,0.57
2,-0.32,1.03,-0.32
2,0.46,0.48,0.46
2,-0.23,-0.59,-0.23
2,0.52,1.02,0.52
2,0.61,0.23,0.61
2,0.21,0.75,0.21
2,-0.4,-1.11,-0.4
2,0.66,1.32,0.66
2,-0.64,-1.31,-0.64
2,-1.62,-3.04,-1.62
2,0.81,0.34,0.81
2,-0.97,-1.88,-0.97
2,1.07,-1.06,1.07
2,-1.39,0.1,-1.39
2,0.82,1.71,0.82
2,0.74,0.49,0.74
2,1.84,2.98,1.84
2,-0.24,-0.84,-0.24
2,-0.51,-0.53,-0.51
2,0.99,0.97,0.99
2,0.09,0.83,0.09
2,-0.05,-0.25,-0.05
2,0.43,0.61,0.43
2,0.28,-0.08,0.28
2,-0.58,-1.58,-0.58
2,0.25,0.18,0.25
2,0.25,-0.51,0.25
2,-1,-1.43,-1
2,-1.76,-3.77,-1.76
2,-1.05,1.11,-1.05
2,-3.57,-1.46,-3.57
2,-2.36,-1.04,-2.36
2,-5.37,-3.22,-5.37
2,2.1,0.96,2.1
2,2.86,0.46,2.86
2,-0.48,2.27,-0.48
2,1.94,0.89,1.94
2,-3.46,-2,-3.46
2,-5.89,-4.21,-5.89
2,0.77,0.56,0.77
2,-1.67,-2.98,-1.67
2,-5.88,-3.36,-5.88
2,-4.2,-2.58,-4.2
2,0.78,-3.63,0.78
2,-1.18,-2.24,-1.18
2,-4.64,-5.5,-4.64
2,-1.45,-7.33,-1.45
2,2.56,7.68,2.56
2,-8.62,-5.87,-8.62
2,5.33,9.29,5.33
2,4.36,5.73,4.36
2,0.42,-1.94,0.42
2,6.28,2.41,6.28
2,-2.34,-0.59,-2.34
2,3.3,1.77,3.3
2,-5.35,-4.69,-5.35
2,0.21,3.07,0.21
2,-0.16,-0.25,-0.16
2,4.01,3.98,4.01
2,3.66,1.57,3.66
2,-1.83,-1.46,-1.83
2,4.21,1.59,4.21
2,1.97,0.84,1.97
2,-1.69,-1.71,-1.69
2,1.66,1.74,1.66
2,-0.23,0,-0.23
2,2.82,3.04,2.82
2,-0.27,-1.2,-0.27
2,-1.89,-1.11,-1.89
2,-1.58,0.87,-1.58
2,1.34,0.98,1.34
2,-1.09,-1.49,-1.09
2,3.01,1.99,3.01
2,0.42,0.61,0.42
2,0.92,0.66,0.92
2,-3.15,-3.04,-3.15
2,2.72,1.86,2.72
2,-0.63,-0.24,-0.63
2,1.99,0.86,1.99
2,0.72,-0.72,0.72
2,-1.14,-0.71,-1.14
2,-1.36,1.15,-1.36
2,-2.18,-1.06,-2.18
2,1.7,0.24,1.7
2,1.28,0.65,1.28
2,2.43,2.58,2.43
2,-0.87,0.23,-0.87
3,-0.46,0.02,0.43
3,-0.05,0.21,0.06
3,-0.05,-0.7,-0.11
3,-0.57,0.43,-0.21
3,0.1,0.92,0.17
3,-0.73,0.22,0.62
3,4.04,-0.08,0.75
3,-0.05,-0.08,-0.25
3,-0.3,0.26,0.26
3,0.15,0.55,0.36
3,-1.37,0.06,0.59
3,0.31,-0.12,0.11
3,-0.51,0.5,0.38
3,-0.1,-0.08,-0.19
3,0.05,-0.26,-0.71
3,-0.21,-0.18,0.84
3,-1.44,0.16,-0.42
3,-0.1,0.52,-0.23
3,0.94,0.44,1.07
3,0.88,-0.42,0.08
3,-1.8,-1.42,-0.52
3,-1.1,0.18,1.11
3,0.32,-0.83,-0.68
3,-2.06,0.51,-0.42
3,0.43,0.06,0.8
3,-1.18,-0.2,-0.79
3,1.14,0.08,-0.33
3,0.48,0.79,0.13
3,3.84,2.04,1.7
3,0.41,-0.08,0.1
3,-1.13,-0.34,-0.62
3,1.45,0.14,1.14
3,1.28,-0.34,0.04
3,1.31,0.78,0.76
3,0.2,-0.38,-0.98
3,0.05,-0.12,0.14
3,-0.15,0.3,-0.18
3,-0.35,0,-0.02
3,-0.55,-1.03,-0.23
3,-0.25,-0.33,-0.39
3,-1.91,-0.76,-0.41
3,0.26,0.31,0.6
3,-1.84,-0.51,-0.7
3,-0.1,-0.17,0.04
3,0.05,0.39,0.25
3,1.04,-0.1,0.7
3,-1.39,-0.23,-0.51
3,-0.31,-0.79,-0.68
3,-0.16,0.15,-0.1
3,0.84,0.06,0.88
3,-0.42,-0.56,-1.07
3,-0.58,-0.27,-0.25
3,0.05,0,0.54
3,0.79,0.27,0.02
3,-1.1,-0.71,-0.27
3,2.74,1.41,1.88
3,1.49,-0.19,0.16
3,0,0.52,0.37
3,0.66,-0.23,0.39
3,1.21,0.81,0.02
3,-1.04,0.06,-0.32
3,-0.9,0.19,0.06
3,0.46,0.16,0.49
3,-1.46,1.33,0.26
3,0.36,1.01,-0.06
3,-0.46,-0.04,0.14
3,-0.87,-0.4,-0.04
3,-2.64,-2.07,-1.07
3,-1.75,-0.33,-0.49
3,-1.03,-0.04,-0.35
3,-0.05,-0.76,-0.27
3,1.31,0.17,0.7
3,3.13,1.39,0.53
3,0.05,0,-0.12
3,0.73,0.57,-0.02
3,0.26,0.06,0.37
3,-10.4,-3.21,-4.27
3,3,0.27,0.83
3,-0.22,0.25,-0.36
3,1.57,1.19,1.23
3,1.71,0.72,1.36
3,1.47,0.82,1.3
3,0,0.35,0.57
3,-0.86,-0.12,-0.38
3,-2.65,-2.01,-0.81
3,0.56,1.14,0.9
3,0.17,-0.51,-0.37
3,1.38,1.48,2.02
3,1.2,0,-0.02
3,2.1,0.67,0.52
3,-0.58,0.18,0.26
3,1.27,0.5,0.28
3,0.68,0.18,0.2
3,-0.42,-0.14,-0.04
3,-0.78,-0.18,0.04
3,1.16,0.1,0.53
3,0.05,-0.06,-0.51
3,0.21,0.06,0.41
3,0.05,0.88,-0.04
3,0.1,-0.06,0.14
3,0.83,-0.22,-0.12
3,-0.56,-0.08,-0.1
3,1.65,0.82,0.57
3,-1.93,-0.77,-0.49
3,-2.12,-1.27,-0.77
3,0.85,0.22,0.36
3,0.37,1.09,0.22
3,1.36,0.76,0.53
3,-0.21,0.77,-0.1
3,1.7,-0.33,0.12
3,-0.15,0.12,-0.04
3,0.1,0.35,0.2
3,0.05,-0.06,0.23
3,-0.96,-0.08,-0.1
3,-0.26,0.73,-0.04
3,-0.05,0.23,0
3,-1.08,-0.58,-0.06
3,0.05,0.53,0.08
3,1.04,-0.47,0.2
3,0.51,0.18,-0.39
3,-1.07,-0.39,-0.12
3,0.52,0.02,-0.43
3,0.31,0.41,0.71
3,0.62,-0.37,-0.14
3,0,-0.25,-0.06
3,0.05,0.2,-0.33
3,1.94,1.27,0.61
3,0.4,0.37,-0.23
3,-0.3,-0.19,0.43
3,-0.2,-0.02,-0.1
3,-0.3,-1.18,-0.29
3,-1.86,-2.52,-3.15
3,0.77,0.36,1.88
3,-2.39,1.04,0.02
3,0.73,0.16,-0.16
3,-0.88,0.67,0.12
3,0.89,0.88,0.63
3,1.76,-0.08,0.55
3,-0.2,-0.33,-0.61
3,-1.47,0.68,-0.08
3,-0.31,-0.29,-0.1
3,1.76,0.7,0.73
3,-2.03,-1.08,-1.35
3,0.1,0.58,0.64
3,1.3,-0.06,-0.28
3,0.67,0.7,0.4
3,-0.2,-0.31,-0.18
3,-0.41,0.15,0.24
3,0.46,-1.39,0.06
3,0,-0.08,-0.85
3,-0.56,-0.88,-0.79
3,-0.26,0.51,0.32
3,0.67,0.16,-0.42
3,-0.31,0.69,0.72
3,1.23,0.12,0.1
3,0.15,0.1,0.38
3,0.76,-0.49,-0.42
3,0.3,0.76,0.28
3,0.1,-0.16,0.3
3,-0.35,-1.22,-0.53
3,-0.5,0.45,-0.24
3,0.75,0.06,-0.28
3,-0.5,-0.2,0.4
3,-0.55,0.04,-0.16
3,-0.86,-1.31,-1.48
3,-1.02,0.34,-0.3
3,-0.15,-0.36,-0.22
3,-0.88,0.97,0.96
3,1.2,0.22,1.11
3,-3.29,-2.06,-3.85
3,5.52,1.98,5.89
3,-0.5,-1,0.14
3,0.35,-0.79,0.18
3,-0.05,-0.36,-0.62
3,0.05,0.36,0.9
3,-0.4,-0.06,-0.12
3,-0.1,-0.04,0.27
3,-0.71,-0.2,0.19
3,0.92,1.14,0.5
3,0.3,0.38,0.31
3,-0.4,-0.51,-0.15
3,-0.05,0.04,0.19
3,0.56,0.3,0.17
3,-1.21,0.04,-0.42
3,0.15,0.49,0.27
3,0.31,0.08,-0.23
3,-0.96,-0.71,-0.66
3,-0.92,-0.12,-0.02
3,2.38,1.21,0.85
3,1.31,0.27,0.42
3,1.74,1.7,1.13
3,0.73,0.06,0.51
3,1.17,-0.13,0.47
3,-0.48,0.19,-0.28
3,1.06,0.1,0.64
3,-0.43,-0.04,-0.32
3,0.24,0.25,0.21
3,0.96,0.08,0.09
3,-0.28,0.23,0
3,0.48,-0.13,0.22
3,-0.14,-0.06,-0.52
3,0.19,-0.13,-0.02
3,0.05,0.19,0.58
3,0.28,0.15,-0.26
3,0.33,0.32,-0.07
